"StoreID"||"StoreName"||"StoreAddress"||"City"||"StProv"||"Country"||"Status"||"SiteType"
"101622"||"101622 - Garrison"||"893 Talmadge Street"||"Colorado Springs"||"CO"||"United States"||"Open"||"Store"
"101623"||"101623 - Johnson"||"62771 Kipling Drive"||"Gastonia"||"NC"||"United States"||"Open"||"Store"
"101624"||"101624 - Bashford"||"2 Lake View Court"||"Kalamazoo"||"MI"||"United States"||"Open"||"Store"
"101625"||"101625 - Brentwood"||"69469 Fairview Alley"||"Tacoma"||"WA"||"United States"||"Open"||"Store"
"101626"||"101626 - Tennyson"||"547 Brown Lane"||"Amarillo"||"TX"||"United States"||"Open"||"Store"
"101627"||"101627 - 6th"||"92 6th Pass"||"Fresno"||"CA"||"United States"||"Open"||"Store"
"100336"||"100336 - Knutson"||"007 Laurel Crossing"||"Washington"||"DC"||"United States"||"Open"||"Store"
"100337"||"100337 - 4th"||"9234 Fair Oaks Plaza"||"Monticello"||"MN"||"United States"||"Open"||"Store"
"100338"||"100338 - Little Fleur"||"15 Marcy Street"||"Albany"||"NY"||"United States"||"Open"||"Store"
"100339"||"100339 - Lakewood Gardens"||"7 Maryland Parkway"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"100340"||"100340 - Algoma"||"69 Thompson Junction"||"Houston"||"TX"||"United States"||"Open"||"Store"
"100341"||"100341 - Bunting"||"6049 Saint Paul Alley"||"Sacramento"||"CA"||"United States"||"Open"||"Store"
"100342"||"100342 - Fuller"||"931 Marcy Circle"||"Buffalo"||"NY"||"United States"||"Open"||"Store"
"100343"||"100343 - Ridgeview"||"5052 Granby Pass"||"Worcester"||"MA"||"United States"||"Open"||"Store"
"100344"||"100344 - Nelson"||"7 Dovetail Way"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"100345"||"100345 - Browning"||"9093 Norway Maple Crossing"||"Austin"||"TX"||"United States"||"Open"||"Store"
"100346"||"100346 - Lotheville"||"14 Lunder Court"||"Birmingham"||"AL"||"United States"||"Open"||"Store"
"100347"||"100347 - Porter"||"1 Gerald Parkway"||"Houston"||"TX"||"United States"||"Open"||"Store"
"100348"||"100348 - Morningstar"||"46342 Little Fleur Lane"||"Jacksonville"||"FL"||"United States"||"Open"||"Store"
"100349"||"100349 - Crowley"||"06741 Sherman Drive"||"Dallas"||"TX"||"United States"||"Open"||"Store"
"100350"||"100350 - Hooker"||"02178 Macpherson Way"||"Pensacola"||"FL"||"United States"||"Open"||"Store"
"100351"||"100351 - Sullivan"||"68 Maple Wood Way"||"Des Moines"||"IA"||"United States"||"Open"||"Store"
"100352"||"100352 - Bluestem"||"805 Vahlen Plaza"||"Roanoke"||"VA"||"United States"||"Open"||"Store"
"100353"||"100353 - Petterle"||"2 Morrow Avenue"||"Baltimore"||"MD"||"United States"||"Open"||"Store"
"100354"||"100354 - Sherman"||"0 Norway Maple Trail"||"Cape Coral"||"FL"||"United States"||"Open"||"Store"
"100355"||"100355 - Manley"||"273 Rigney Parkway"||"Charleston"||"WV"||"United States"||"Open"||"Store"
"100356"||"100356 - Roxbury"||"164 Sutherland Park"||"San Antonio"||"TX"||"United States"||"Open"||"Store"
"100357"||"100357 - Canary"||"30440 Coleman Point"||"Austin"||"TX"||"United States"||"Open"||"Store"
"100358"||"100358 - Mcbride"||"1 Hagan Place"||"Lake Worth"||"FL"||"United States"||"Open"||"Store"
"100359"||"100359 - Nevada"||"1644 Holy Cross Center"||"Jamaica"||"NY"||"United States"||"Open"||"Store"
"100480"||"100480 - Armistice"||"1 Schmedeman Road"||"Saint Louis"||"MO"||"United States"||"Open"||"Store"
"100481"||"100481 - Shopko"||"39436 Orin Avenue"||"Pasadena"||"CA"||"United States"||"Open"||"Store"
"100482"||"100482 - Clemons"||"54581 Holy Cross Center"||"Manchester"||"NH"||"United States"||"Open"||"Store"
"100483"||"100483 - Declaration"||"82 Kings Court"||"San Antonio"||"TX"||"United States"||"Open"||"Store"
"100484"||"100484 - Gateway"||"58 Vermont Trail"||"Van Nuys"||"CA"||"United States"||"Open"||"Store"
"100485"||"100485 - Bultman"||"879 Bunting Crossing"||"Amarillo"||"TX"||"United States"||"Open"||"Store"
"100486"||"100486 - Sachtjen"||"45078 3rd Lane"||"Washington"||"DC"||"United States"||"Open"||"Store"
"100487"||"100487 - Schmedeman"||"5 Mosinee Avenue"||"Peoria"||"IL"||"United States"||"Open"||"Store"
"100488"||"100488 - Comanche"||"3 Atwood Plaza"||"Washington"||"DC"||"United States"||"Open"||"Store"
"100489"||"100489 - Vera"||"860 Troy Junction"||"San Antonio"||"TX"||"United States"||"Open"||"Store"
"100490"||"100490 - Morrow"||"16 Waxwing Avenue"||"Boca Raton"||"FL"||"United States"||"Open"||"Store"
"100491"||"100491 - Homewood"||"467 Luster Court"||"Fresno"||"CA"||"United States"||"Open"||"Store"
"100492"||"100492 - Graceland"||"95 Cottonwood Lane"||"Amarillo"||"TX"||"United States"||"Open"||"Store"
"100493"||"100493 - Prentice"||"56 Meadow Vale Lane"||"Fresno"||"CA"||"United States"||"Open"||"Store"
"100494"||"100494 - Lotheville"||"6113 Iowa Trail"||"Largo"||"FL"||"United States"||"Open"||"Store"
"100495"||"100495 - Manitowish"||"16986 Loeprich Park"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"100496"||"100496 - Texas"||"329 Glendale Park"||"Independence"||"MO"||"United States"||"Open"||"Store"
"100497"||"100497 - Lakeland"||"692 Kropf Plaza"||"Newark"||"DE"||"United States"||"Open"||"Store"
"100498"||"100498 - Longview"||"26410 Hagan Crossing"||"Springfield"||"IL"||"United States"||"Open"||"Store"
"100499"||"100499 - American"||"9 Sutteridge Parkway"||"Philadelphia"||"PA"||"United States"||"Closed"||"Store"
"100500"||"100500 - Veith"||"591 Dennis Circle"||"Green Bay"||"WI"||"United States"||"Open"||"Store"
"100501"||"100501 - Del Mar"||"7329 Loomis Avenue"||"Lubbock"||"TX"||"United States"||"Open"||"Store"
"100502"||"100502 - Huxley"||"37 Ludington Drive"||"Hollywood"||"FL"||"United States"||"Open"||"Store"
"100503"||"100503 - Acker"||"61872 Moland Plaza"||"Austin"||"TX"||"United States"||"Open"||"Store"
"100504"||"100504 - Upham"||"235 Eggendart Plaza"||"San Jose"||"CA"||"United States"||"Open"||"Store"
"100505"||"100505 - Scott"||"30877 Manitowish Junction"||"Tyler"||"TX"||"United States"||"Open"||"Store"
"100506"||"100506 - Waxwing"||"72931 Veith Plaza"||"Glendale"||"CA"||"United States"||"Open"||"Store"
"100507"||"100507 - Stephen"||"408 New Castle Drive"||"Manassas"||"VA"||"United States"||"Open"||"Store"
"100508"||"100508 - Rutledge"||"1 Farwell Hill"||"Provo"||"UT"||"United States"||"Open"||"Store"
"100509"||"100509 - Dottie"||"5 Mockingbird Road"||"Madison"||"WI"||"United States"||"Open"||"Store"
"100510"||"100510 - Vera"||"6693 Packers Circle"||"Alhambra"||"CA"||"United States"||"Open"||"Store"
"103458"||"103458 - Hoard"||"16955 Springview Park"||"New York City"||"NY"||"United States"||"Open"||"Store"
"103459"||"103459 - Novick"||"0925 Service Center"||"Lexington"||"KY"||"United States"||"Open"||"Store"
"103460"||"103460 - Glacier Hill"||"57049 Bayside Point"||"Lynchburg"||"VA"||"United States"||"Open"||"Store"
"103461"||"103461 - Main"||"76844 Florence Place"||"Raleigh"||"NC"||"United States"||"Open"||"Store"
"103462"||"103462 - Eastwood"||"7 Menomonie Trail"||"Las Vegas"||"NV"||"United States"||"Open"||"Store"
"103463"||"103463 - Kings"||"73 Farragut Parkway"||"Santa Cruz"||"CA"||"United States"||"Open"||"Store"
"103464"||"103464 - Lakewood Gardens"||"0993 Grover Place"||"San Francisco"||"CA"||"United States"||"Open"||"Store"
"103465"||"103465 - Pierstorff"||"5936 Badeau Crossing"||"Pensacola"||"FL"||"United States"||"Open"||"Store"
"103466"||"103466 - Hoffman"||"8 Straubel Way"||"Pittsburgh"||"PA"||"United States"||"Open"||"Store"
"103467"||"103467 - Garrison"||"99 Oriole Alley"||"Orange"||"CA"||"United States"||"Open"||"Store"
"103468"||"103468 - Ruskin"||"66100 Fulton Trail"||"Houston"||"TX"||"United States"||"Open"||"Store"
"103469"||"103469 - North"||"83 Butterfield Drive"||"Phoenix"||"AZ"||"United States"||"Open"||"Store"
"103470"||"103470 - Vermont"||"57420 Eagan Alley"||"Berkeley"||"CA"||"United States"||"Open"||"Store"
"103471"||"103471 - Heath"||"58259 Milwaukee Court"||"White Plains"||"NY"||"United States"||"Open"||"Store"
"103472"||"103472 - Westend"||"826 Canary Place"||"Littleton"||"CO"||"United States"||"Open"||"Store"
"103473"||"103473 - Ridgeview"||"706 John Wall Road"||"Raleigh"||"NC"||"United States"||"Open"||"Store"
"103474"||"103474 - Scoville"||"48 Maywood Way"||"Winston Salem"||"NC"||"United States"||"Open"||"Store"
"103475"||"103475 - Declaration"||"79712 Rutledge Terrace"||"Farmington"||"MI"||"United States"||"Open"||"Store"
"103476"||"103476 - Lyons"||"40742 Browning Trail"||"Dallas"||"TX"||"United States"||"Open"||"Store"
"103477"||"103477 - Bartillon"||"708 Rowland Crossing"||"Charlotte"||"NC"||"United States"||"Open"||"Store"
"103478"||"103478 - American Ash"||"02 Lakeland Court"||"Evansville"||"IN"||"United States"||"Open"||"Store"
"103479"||"103479 - Tennessee"||"39723 Steensland Circle"||"Syracuse"||"NY"||"United States"||"Open"||"Store"
"103480"||"103480 - Westport"||"44 Schurz Road"||"Panama City"||"FL"||"United States"||"Open"||"Store"
"103481"||"103481 - Oneill"||"0703 Mayfield Point"||"Orange"||"CA"||"United States"||"Open"||"Store"
"103482"||"103482 - Bonner"||"7 Monica Pass"||"Wilmington"||"DE"||"United States"||"Open"||"Store"
"103483"||"103483 - Merchant"||"180 Weeping Birch Parkway"||"Orlando"||"FL"||"United States"||"Open"||"Store"
"103484"||"103484 - Tomscot"||"621 Bowman Alley"||"Cambridge"||"MA"||"United States"||"Open"||"Store"
"-90000004"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000003"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000002"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000001"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"100001"||"100001 - Holy Cross"||"9 Anhalt Park"||"Saint Paul"||"MN"||"United States"||"Open"||"Store"
"100002"||"100002 - Grover"||"963 Corscot Center"||"Fort Lauderdale"||"FL"||"United States"||"Open"||"Store"
"100003"||"100003 - Ridgeview"||"6 Hagan Parkway"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"100004"||"100004 - La Follette"||"51 Oneill Pass"||"Pittsburgh"||"PA"||"United States"||"Open"||"Store"
"100005"||"100005 - Nevada"||"37 Brentwood Plaza"||"Stockton"||"CA"||"United States"||"Open"||"Store"
"100006"||"100006 - Northfield"||"4 Beilfuss Pass"||"Cincinnati"||"OH"||"United States"||"Open"||"Store"
"100007"||"100007 - Clemons"||"2374 Vahlen Alley"||"Houston"||"TX"||"United States"||"Open"||"Store"
"100008"||"100008 - Lighthouse Bay"||"9 Kim Terrace"||"Columbia"||"MO"||"United States"||"Open"||"Store"
"100009"||"100009 - West"||"06 Caliangt Street"||"Jamaica"||"NY"||"United States"||"Open"||"Store"
"100010"||"100010 - Paget"||"459 Lindbergh Avenue"||"Littleton"||"CO"||"United States"||"Open"||"Store"
"100011"||"100011 - Katie"||"320 Comanche Lane"||"Rochester"||"NY"||"United States"||"Open"||"Store"
"100012"||"100012 - American Ash"||"2227 Elka Street"||"Loretto"||"MN"||"United States"||"Open"||"Store"
"100013"||"100013 - Killdeer"||"4 La Follette Terrace"||"West Palm Beach"||"FL"||"United States"||"Open"||"Store"
"100014"||"100014 - Moose"||"7670 6th Road"||"Las Vegas"||"NV"||"United States"||"Open"||"Store"
"100015"||"100015 - Dwight"||"11468 Beilfuss Lane"||"Richmond"||"VA"||"United States"||"Open"||"Store"
"100016"||"100016 - Hoepker"||"9 Vernon Point"||"Colorado Springs"||"CO"||"United States"||"Open"||"Store"
"100017"||"100017 - Anniversary"||"53218 Cherokee Lane"||"Las Vegas"||"NV"||"United States"||"Open"||"Store"
"100018"||"100018 - Lunder"||"397 Jenifer Road"||"Melbourne"||"FL"||"United States"||"Open"||"Store"
"100019"||"100019 - Wayridge"||"81 Miller Trail"||"Phoenix"||"AZ"||"United States"||"Open"||"Store"
"100020"||"100020 - Dayton"||"685 Atwood Terrace"||"Los Angeles"||"CA"||"United States"||"Open"||"Store"
"100021"||"100021 - Pankratz"||"2402 Burning Wood Plaza"||"Mesa"||"AZ"||"United States"||"Open"||"Store"
"100209"||"100209 - Leroy"||"237 Grover Point"||"Albuquerque"||"NM"||"United States"||"Open"||"Store"
"100210"||"100210 - Fremont"||"9573 Onsgard Place"||"Canton"||"OH"||"United States"||"Open"||"Store"
"100211"||"100211 - Forest"||"5989 Morning Terrace"||"Oakland"||"CA"||"United States"||"Open"||"Store"
"100212"||"100212 - Wayridge"||"344 Rutledge Lane"||"Tucson"||"AZ"||"United States"||"Open"||"Store"
"100213"||"100213 - Village Green"||"9 Forster Trail"||"Houston"||"TX"||"United States"||"Open"||"Store"
"100214"||"100214 - Truax"||"2 Homewood Alley"||"Jackson"||"TN"||"United States"||"Open"||"Store"
"100215"||"100215 - Cardinal"||"65980 Golf Crossing"||"Sacramento"||"CA"||"United States"||"Open"||"Store"
"100216"||"100216 - Thackeray"||"2 Hanson Point"||"Kansas City"||"MO"||"United States"||"Open"||"Store"
"100217"||"100217 - Armistice"||"89 Artisan Way"||"Raleigh"||"NC"||"United States"||"Open"||"Store"
"100218"||"100218 - Merry"||"0 Dunning Alley"||"Cape Coral"||"FL"||"United States"||"Open"||"Store"
"100219"||"100219 - Walton"||"5198 Pearson Trail"||"Salt Lake City"||"UT"||"United States"||"Open"||"Store"
"100220"||"100220 - Miller"||"49156 Ridgeview Avenue"||"Houston"||"TX"||"United States"||"Open"||"Store"
"100221"||"100221 - Stoughton"||"561 Hoepker Crossing"||"Lynchburg"||"VA"||"United States"||"Open"||"Store"
"100222"||"100222 - Dorton"||"774 Warrior Alley"||"Milwaukee"||"WI"||"United States"||"Open"||"Store"
"100223"||"100223 - Mcbride"||"89244 Dovetail Terrace"||"Bakersfield"||"CA"||"United States"||"Open"||"Store"
"100224"||"100224 - International"||"49012 Petterle Avenue"||"Washington"||"DC"||"United States"||"Open"||"Store"
"100225"||"100225 - Lillian"||"5452 Cascade Hill"||"Salt Lake City"||"UT"||"United States"||"Open"||"Store"
"100226"||"100226 - Sutherland"||"43621 Blue Bill Park Point"||"Denton"||"TX"||"United States"||"Open"||"Store"
"100227"||"100227 - Dahle"||"025 Hazelcrest Crossing"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"100228"||"100228 - Riverside"||"8193 Thompson Parkway"||"Corpus Christi"||"TX"||"United States"||"Open"||"Store"
"100229"||"100229 - Steensland"||"39 Stone Corner Park"||"Green Bay"||"WI"||"United States"||"Closed"||"Store"
"100230"||"100230 - Westridge"||"8000 Ludington Terrace"||"Birmingham"||"AL"||"United States"||"Open"||"Store"
"100231"||"100231 - Service"||"98264 Mcguire Street"||"Las Cruces"||"NM"||"United States"||"Open"||"Store"
"104890"||"104890 - Knutson"||"055 Sunfield Pass"||"Topeka"||"KS"||"United States"||"Open"||"Store"
"104891"||"104891 - Corben"||"473 Butternut Parkway"||"Birmingham"||"AL"||"United States"||"Open"||"Store"
"104892"||"104892 - Dottie"||"58599 Oneill Circle"||"New Haven"||"CT"||"United States"||"Open"||"Store"
"104893"||"104893 - Mallard"||"03537 Loftsgordon Alley"||"Washington"||"DC"||"United States"||"Open"||"Store"
"104894"||"104894 - Mcguire"||"690 Oneill Drive"||"Louisville"||"KY"||"United States"||"Open"||"Store"
"104895"||"104895 - Meadow Ridge"||"49 Wayridge Circle"||"Bronx"||"NY"||"United States"||"Open"||"Store"
"104896"||"104896 - Dawn"||"3141 Dapin Court"||"New Orleans"||"LA"||"United States"||"Open"||"Store"
"104897"||"104897 - Grover"||"19 Cherokee Avenue"||"Portland"||"OR"||"United States"||"Open"||"Store"
"104898"||"104898 - Lawn"||"090 Pankratz Court"||"Boston"||"MA"||"United States"||"Open"||"Store"
"104899"||"104899 - Crownhardt"||"3 Mockingbird Court"||"Corpus Christi"||"TX"||"United States"||"Open"||"Store"
"104900"||"104900 - Huxley"||"8 Morrow Pass"||"Lynn"||"MA"||"United States"||"Open"||"Store"
"104901"||"104901 - Forster"||"903 Browning Avenue"||"Denver"||"CO"||"United States"||"Open"||"Store"
"104902"||"104902 - Carey"||"16944 Butternut Plaza"||"Escondido"||"CA"||"United States"||"Open"||"Store"
"104903"||"104903 - Lakeland"||"98 Bluejay Terrace"||"Madison"||"WI"||"United States"||"Open"||"Store"
"104904"||"104904 - Mallory"||"4349 Montana Road"||"Boca Raton"||"FL"||"United States"||"Open"||"Store"
"104905"||"104905 - Mallory"||"8983 Randy Court"||"Salinas"||"CA"||"United States"||"Open"||"Store"
"104906"||"104906 - Grim"||"916 Lawn Point"||"San Bernardino"||"CA"||"United States"||"Open"||"Store"
"104907"||"104907 - Kipling"||"8494 Wayridge Pass"||"Corpus Christi"||"TX"||"United States"||"Open"||"Store"
"104908"||"104908 - David"||"692 Main Way"||"Lexington"||"KY"||"United States"||"Open"||"Store"
"104909"||"104909 - Aberg"||"9868 Magdeline Hill"||"Seattle"||"WA"||"United States"||"Open"||"Store"
"104910"||"104910 - Everett"||"039 Hoffman Pass"||"Jamaica"||"NY"||"United States"||"Open"||"Store"
"104911"||"104911 - Dexter"||"0 Redwing Trail"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"104912"||"104912 - Doe Crossing"||"135 Golf Course Point"||"Shawnee Mission"||"KS"||"United States"||"Open"||"Store"
"104913"||"104913 - Forest Run"||"7 Village Street"||"Peoria"||"IL"||"United States"||"Open"||"Store"
"102049"||"102049 - Graceland"||"09794 Annamark Center"||"Duluth"||"GA"||"United States"||"Open"||"Store"
"102050"||"102050 - Swallow"||"6135 Sage Crossing"||"Minneapolis"||"MN"||"United States"||"Open"||"Store"
"102051"||"102051 - Onsgard"||"5123 Surrey Hill"||"Cedar Rapids"||"IA"||"United States"||"Open"||"Store"
"102052"||"102052 - Rieder"||"1435 Fuller Junction"||"Lexington"||"KY"||"United States"||"Open"||"Store"
"102053"||"102053 - Blue Bill Park"||"3 Manitowish Crossing"||"Miami"||"FL"||"United States"||"Open"||"Store"
"102054"||"102054 - Mayer"||"6 Forest Run Court"||"Houston"||"TX"||"United States"||"Open"||"Store"
"102055"||"102055 - Scofield"||"86 Sheridan Place"||"Irvine"||"CA"||"United States"||"Open"||"Store"
"102056"||"102056 - Northridge"||"43079 Onsgard Center"||"Toledo"||"OH"||"United States"||"Open"||"Store"
"102057"||"102057 - New Castle"||"6 Claremont Road"||"Des Moines"||"IA"||"United States"||"Open"||"Store"
"102058"||"102058 - Birchwood"||"8 Onsgard Avenue"||"Paterson"||"NJ"||"United States"||"Open"||"Store"
"102059"||"102059 - Loftsgordon"||"69 Saint Paul Way"||"North Little Rock"||"AR"||"United States"||"Open"||"Store"
"102060"||"102060 - Sloan"||"80652 Crest Line Junction"||"Carson City"||"NV"||"United States"||"Open"||"Store"
"102061"||"102061 - Superior"||"639 Mesta Street"||"Sacramento"||"CA"||"United States"||"Open"||"Store"
"102062"||"102062 - Leroy"||"29586 Forster Avenue"||"Newport News"||"VA"||"United States"||"Open"||"Store"
"102063"||"102063 - Brown"||"7 Monica Way"||"Richmond"||"VA"||"United States"||"Open"||"Store"
"102064"||"102064 - Longview"||"33405 Hintze Center"||"Wilmington"||"DE"||"United States"||"Open"||"Store"
"102065"||"102065 - La Follette"||"31 New Castle Parkway"||"Toledo"||"OH"||"United States"||"Open"||"Store"
"102066"||"102066 - Atwood"||"20609 Carioca Point"||"Kansas City"||"MO"||"United States"||"Open"||"Store"
"102067"||"102067 - Ohio"||"31 Michigan Crossing"||"Honolulu"||"HI"||"United States"||"Open"||"Store"
"102068"||"102068 - Golf"||"83 Sage Circle"||"Bakersfield"||"CA"||"United States"||"Open"||"Store"
"102069"||"102069 - Mosinee"||"2 Scott Pass"||"Evansville"||"IN"||"United States"||"Open"||"Store"
"102070"||"102070 - Transport"||"2072 Kensington Plaza"||"Murfreesboro"||"TN"||"United States"||"Open"||"Store"
"102071"||"102071 - Maryland"||"4 Elmside Trail"||"Mobile"||"AL"||"United States"||"Open"||"Store"
"102072"||"102072 - Cottonwood"||"1 Merry Road"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"100288"||"100288 - Sachs"||"4897 Riverside Junction"||"Inglewood"||"CA"||"United States"||"Open"||"Store"
"100289"||"100289 - Village Green"||"081 Cascade Alley"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"100290"||"100290 - Spohn"||"67 Comanche Center"||"Decatur"||"GA"||"United States"||"Open"||"Store"
"100291"||"100291 - Eastlawn"||"95920 Prentice Trail"||"Washington"||"DC"||"United States"||"Open"||"Store"
"100292"||"100292 - Pawling"||"2731 Valley Edge Point"||"Alexandria"||"LA"||"United States"||"Open"||"Store"
"100293"||"100293 - Jenifer"||"96596 Sundown Avenue"||"Winston Salem"||"NC"||"United States"||"Open"||"Store"
"100294"||"100294 - Hoffman"||"36 Springs Crossing"||"San Francisco"||"CA"||"United States"||"Open"||"Store"
"100295"||"100295 - Glacier Hill"||"25439 Goodland Trail"||"Tucson"||"AZ"||"United States"||"Open"||"Store"
"100296"||"100296 - Marcy"||"4 Schurz Trail"||"Charleston"||"WV"||"United States"||"Open"||"Store"
"100297"||"100297 - Duke"||"285 Continental Pass"||"Vero Beach"||"FL"||"United States"||"Open"||"Store"
"100298"||"100298 - 7th"||"60 Hoard Way"||"Dallas"||"TX"||"United States"||"Open"||"Store"
"100299"||"100299 - Quincy"||"52929 Scofield Crossing"||"Saint Louis"||"MO"||"United States"||"Open"||"Store"
"100300"||"100300 - Twin Pines"||"7998 Daystar Hill"||"Spartanburg"||"SC"||"United States"||"Closed"||"Store"
"100301"||"100301 - Kings"||"2 Ronald Regan Street"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"100302"||"100302 - Lakewood Gardens"||"70380 Waubesa Trail"||"Miami"||"FL"||"United States"||"Open"||"Store"
"100303"||"100303 - Dottie"||"24 Bunker Hill Avenue"||"New Orleans"||"LA"||"United States"||"Open"||"Store"
"100304"||"100304 - Shopko"||"87677 Delladonna Drive"||"Salinas"||"CA"||"United States"||"Open"||"Store"
"100305"||"100305 - Mcguire"||"5 Anzinger Lane"||"Norfolk"||"VA"||"United States"||"Open"||"Store"
"100306"||"100306 - Luster"||"31 Doe Crossing Place"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"100307"||"100307 - Shopko"||"077 Hermina Drive"||"Bradenton"||"FL"||"United States"||"Open"||"Store"
"100308"||"100308 - Stang"||"4941 Bashford Alley"||"Evansville"||"IN"||"United States"||"Open"||"Store"
"100309"||"100309 - Weeping Birch"||"39680 Spaight Center"||"Boston"||"MA"||"United States"||"Open"||"Store"
"100310"||"100310 - Utah"||"45 Coolidge Point"||"Chicago"||"IL"||"United States"||"Open"||"Store"
"100311"||"100311 - Bobwhite"||"97 Atwood Road"||"Charlotte"||"NC"||"United States"||"Open"||"Store"
"102329"||"102329 - Warner"||"07599 Welch Place"||"Saint Louis"||"MO"||"United States"||"Open"||"Store"
"102330"||"102330 - Brickson Park"||"8784 Carioca Park"||"Colorado Springs"||"CO"||"United States"||"Open"||"Store"
"102331"||"102331 - Helena"||"5 Donald Place"||"Dallas"||"TX"||"United States"||"Open"||"Store"
"102332"||"102332 - Express"||"439 Pierstorff Park"||"Portland"||"OR"||"United States"||"Open"||"Store"
"102333"||"102333 - Annamark"||"584 Express Park"||"Richmond"||"VA"||"United States"||"Open"||"Store"
"102334"||"102334 - Service"||"59560 Fallview Avenue"||"Greensboro"||"NC"||"United States"||"Open"||"Store"
"102335"||"102335 - Village Green"||"8 Bowman Avenue"||"Dayton"||"OH"||"United States"||"Open"||"Store"
"102336"||"102336 - Thierer"||"2 Washington Junction"||"Brooklyn"||"NY"||"United States"||"Open"||"Store"
"102337"||"102337 - Birchwood"||"5345 Maple Alley"||"Detroit"||"MI"||"United States"||"Open"||"Store"
"102338"||"102338 - Cardinal"||"76 Westridge Alley"||"Boston"||"MA"||"United States"||"Open"||"Store"
"102339"||"102339 - Eastlawn"||"2 Gale Center"||"Salem"||"OR"||"United States"||"Open"||"Store"
"102340"||"102340 - Mitchell"||"89778 Moose Parkway"||"Mobile"||"AL"||"United States"||"Closed"||"Store"
"102341"||"102341 - East"||"09 Menomonie Way"||"Cleveland"||"OH"||"United States"||"Open"||"Store"
"102342"||"102342 - 7th"||"1285 Schlimgen Terrace"||"Wichita Falls"||"TX"||"United States"||"Open"||"Store"
"102343"||"102343 - Mosinee"||"9984 Twin Pines Avenue"||"Huntington Beach"||"CA"||"United States"||"Open"||"Store"
"102344"||"102344 - Amoth"||"52217 Anthes Hill"||"Orlando"||"FL"||"United States"||"Open"||"Store"
"102345"||"102345 - Del Sol"||"4812 Esch Parkway"||"Topeka"||"KS"||"United States"||"Open"||"Store"
"102346"||"102346 - Judy"||"828 Londonderry Way"||"Milwaukee"||"WI"||"United States"||"Open"||"Store"
"102347"||"102347 - Nancy"||"91 Cottonwood Center"||"Charlotte"||"NC"||"United States"||"Open"||"Store"
"102348"||"102348 - Charing Cross"||"96787 Pine View Street"||"Anaheim"||"CA"||"United States"||"Open"||"Store"
"102349"||"102349 - Kenwood"||"9193 Riverside Terrace"||"Pittsburgh"||"PA"||"United States"||"Open"||"Store"
"102350"||"102350 - Rieder"||"215 Golden Leaf Drive"||"New York City"||"NY"||"United States"||"Open"||"Store"
"102351"||"102351 - Meadow Valley"||"320 Caliangt Pass"||"Newport News"||"VA"||"United States"||"Open"||"Store"
"102352"||"102352 - Havey"||"7 Tennessee Alley"||"Columbia"||"SC"||"United States"||"Open"||"Store"
"102353"||"102353 - Kim"||"46063 Anniversary Pass"||"Savannah"||"GA"||"United States"||"Open"||"Store"
"102354"||"102354 - Vahlen"||"13 Veith Road"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"102355"||"102355 - Onsgard"||"7 Alpine Park"||"Portland"||"OR"||"United States"||"Open"||"Store"
"102356"||"102356 - 6th"||"925 Quincy Junction"||"Scottsdale"||"AZ"||"United States"||"Open"||"Store"
"102357"||"102357 - Grover"||"609 5th Drive"||"Washington"||"DC"||"United States"||"Open"||"Store"
"102358"||"102358 - Pankratz"||"2825 6th Point"||"Saint Louis"||"MO"||"United States"||"Open"||"Store"
"102359"||"102359 - Upham"||"75658 Monica Trail"||"Phoenix"||"AZ"||"United States"||"Open"||"Store"
"102360"||"102360 - Green"||"782 Debs Road"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"102361"||"102361 - Morningstar"||"29 Harbort Park"||"Jackson"||"TN"||"United States"||"Open"||"Store"
"102362"||"102362 - Memorial"||"99794 Bowman Parkway"||"Kansas City"||"MO"||"United States"||"Open"||"Store"
"102363"||"102363 - Colorado"||"23390 Meadow Valley Center"||"Cincinnati"||"OH"||"United States"||"Open"||"Store"
"102364"||"102364 - Badeau"||"19189 American Ash Point"||"San Antonio"||"TX"||"United States"||"Open"||"Store"
"102365"||"102365 - Kensington"||"8652 Sundown Crossing"||"Corpus Christi"||"TX"||"United States"||"Open"||"Store"
"102366"||"102366 - Red Cloud"||"1 Shoshone Circle"||"San Diego"||"CA"||"United States"||"Open"||"Store"
